id,headline,snippet,url,word_count
5acf2aa3068401528a2a7e13,b'Trump Wants America to Revert to the Queens of His Childhood',b'His contentious views on immigration and integration have their roots in the ethnic and racial transformation of his home borough.',https://www.nytimes.com/2018/04/12/opinion/trump-queens-childhood-america.html,1994
5ad09f8d068401528a2a8850,"b'Trump, Trump, Trump: A Losing Strategy'",b'Hearing about the president leads some progressives to think that politics are pointless.',https://www.nytimes.com/2018/04/13/opinion/trump-losing-strategy.html,783
5aaa40a6068401528a295eff,b'One Thing Donald Trump Would Like Is Freedom From the Press',b'The president dreams of living in a world with \xe2\x80\x9cFox & Friends\xe2\x80\x9d and almost no one else.',https://www.nytimes.com/2018/03/15/opinion/trump-press-freedom-fake-news.html,1824
5acfd5d5068401528a2a868b,b'James Comey Has a Story to Tell. It\xe2\x80\x99s Very Persuasive.',"b'In \xe2\x80\x9cA Higher Loyalty,\xe2\x80\x9d the former F.B.I. director doesn\xe2\x80\x99t mince words in describing his interactions with President Trump: \xe2\x80\x9cThis president is unethical, and untethered to truth.\xe2\x80\x9d'",https://www.nytimes.com/2018/04/12/books/review/james-comey-a-higher-loyalty.html,2351
5adca323068401528a2aa09b,"b""Macron to Push Trump on Iran Deal, Says There's No 'Plan B'""","b'French President Emmanuel Macron is urging U.S. President Donald Trump to stick with the Iranian nuclear accord, arguing there\'s no ""Plan B.""'",https://www.nytimes.com/aponline/2018/04/22/world/europe/ap-eu-france-us.html,132
5ab2d0a7068401528a29a79a,"b'While Putin Meddles, Trump Congratulates Him'",b'Punishing Russia for election interference is not a partisan issue.',https://www.nytimes.com/video/opinion/100000005771428/while-putin-meddles-trump-congratulates-him.html,385
5ac9c40a068401528a2a4c60,"b'Cardi B, Donald Trump and T\xe2\x80\x99Challa Walk Into an \xe2\x80\x98S.N.L.\xe2\x80\x99 Episode'","b'Chadwick Boseman hosted \xe2\x80\x94 a little too late for \xe2\x80\x9cBlack Panther,\xe2\x80\x9d but just in time for the next \xe2\x80\x9cAvengers\xe2\x80\x9d movie.'",https://www.nytimes.com/2018/04/08/arts/television/cardi-b-snl-chadwick-boseman.html,1086
5aec2823068401528a2ac3e9,b'A Cheat Sheet to the Trump Circus',b'The investigations swirling around the president are dizzying. Here\xe2\x80\x99s what really matters.',https://www.nytimes.com/2018/05/04/opinion/sunday/trump-mueller-cohen-stormy-daniels.html,1654
5ab2d0e1068401528a29a79e,"b'While Putin Meddles, Trump Congratulates Him'",b'Punishing Russia for election interference is not a partisan issue.',https://www.nytimes.com/2018/03/21/opinion/politics/adam-schiff-putin-trump-russia.html,21
5a9849fe068401528a2910f9,"b'Trump Management Style, Year 2: See Year 1'","b'Would the White House run more smoothly with a new chief of staff? With a mercurial president in charge, it could well just be more of the same.'",https://www.nytimes.com/2018/03/01/business/trump-management-style-year-2-see-year-1.html,1200
5a992b5b5d97b3000139333e,b'The Trump-Russia Story Gets Even Weirder',b'Clues to global intrigue in the Instagram account of a jailed prostitute.',https://www.nytimes.com/2018/03/02/opinion/trump-russia-prostitute-instagram.html,1083
5ad00b5a068401528a2a86fa,b'Trump Plans to Pardon Scooter Libby for Perjury in C.I.A. Leak Case',"b'The president\xe2\x80\x99s action would wipe out the perjury and obstruction convictions of Mr. Libby, who was Vice President Dick Cheney\xe2\x80\x99s chief of staff.'",https://www.nytimes.com/2018/04/12/us/politics/trump-pardon-scooter-libby.html,1342
5a960f8c10f40f00018c3675,b'Hope Hicks Acknowledges She Sometimes Tells White Lies for Trump',"b'Ms. Hicks, the White House communications director, told lawmakers investigating Russia\xe2\x80\x99s election interference that she has not lied about matters relevant to their inquiry.'",https://www.nytimes.com/2018/02/27/us/politics/hope-hicks-house-intelligence-committee-testimony.html,584
5a9c76985d97b300013938c1,"b'Trump Advisers Fervently Defend Tariffs (Unless They Change, That Is)'",b'Top White House aides indicated some companies could be exempt from a plan to impose aluminum and steel tariffs even as they left room for the president to change his plans.',https://www.nytimes.com/2018/03/04/us/politics/trump-trade-tariffs-peter-navarro-wilbur-ross.html,1028
5a32e5787c459f246b63b1b1,b'The Disney-Fox Deal Has Friends in High Places',b'The Justice Department moved to block AT&T\xe2\x80\x99s attempted acquisition of Time Warner. So why would it approve this $52.4 billion megadeal?',https://www.nytimes.com/2017/12/14/business/media/antitrust-disney-fox.html,1202
5ad14da5068401528a2a8a19,"b'U.S., Britain and France Strike Syria Over Suspected Chemical Weapons Attack'",b'The strikes sought to punish the Syrian government after what Western officials said was a deadly chemical attack in a Damascus suburb that had been held by rebels.',https://www.nytimes.com/2018/04/13/world/middleeast/trump-strikes-syria-attack.html,1815
