id,headline,snippet,url,word_count
5aeada22068401528a2ac029,b'Industrial Revolutions Are Political Wrecking Balls',b'The price we pay for economic and technological dislocation is much higher than we think.',https://www.nytimes.com/2018/05/03/opinion/trump-industrial-revolutions.html,3037
5abd0a47068401528a29f0b3,"b'Facebook Falls From Grace, and Investors\xe2\x80\x99 Stock Holdings Tumble Too'","b'The company\xe2\x80\x99s stock has declined precipitously since hitting its peak in early February, battered by disclosures about improper use of its data.'",https://www.nytimes.com/2018/03/29/business/facebook-stock.html,1251
5aeb5ade068401528a2ac1f4,"b'Amazon, the Elephant in the Antitrust Room'","b'The AT&T case could lead to an expanded view of the content and distribution market, perhaps changing what constitutes antitrust violation.'",https://www.nytimes.com/2018/05/03/business/amazon-the-elephant-in-the-antitrust-room.html,1282
5ad8e9e1068401528a2a9a3d,"b'Punishing Wells Fargo: Just Deserts, or Beating a Dead Horse?'",b'The bank deserved to pay for its reprehensible transgressions. But our columnist asks whether further punishment may just be hurting the shareholders.',https://www.nytimes.com/2018/04/19/business/punishing-wells-fargo.html,1219
5a7c2a4010f40f00018c0341,b'Trump\xe2\x80\x99s Tool Kit Does Not Include the Constitution',b'No wonder we are losing faith in our democracy.',https://www.nytimes.com/2018/02/08/opinion/trump-democracy-midterm-elections.html,2112
5ac644e8068401528a2a3051,"b'With Tesla in a Danger Zone, Can Model 3 Carry It to Safety?'",b'A test drive shows the allure of the company\xe2\x80\x99s mass-market electric car and limitations of its Autopilot system.',https://www.nytimes.com/2018/04/05/business/tesla-model-3.html,1427
5a607f8510f40f00018bc99f,b'Can Democrats Follow #MeToo to Victory?',"b'Maybe, but the path forward is an obstacle course.'",https://www.nytimes.com/2018/01/18/opinion/democrats-metoo-sexual-harassment.html,2587
5aaac08e068401528a296578,"b'With One Battle Over, a Bigger One Looms for Qualcomm: Apple'","b'Resolving its fee dispute with Apple could raise Qualcomm\xe2\x80\x99s share price above what it would have been under a Broadcom takeover, a major shareholder reasons.'",https://www.nytimes.com/2018/03/15/business/with-one-battle-over-a-bigger-one-looms-for-qualcomm-apple.html,1253
5aa79323068401528a293a68,"b'Pressured by Trump, A.T.F. Revisits Bump Stock Rules'","b'In repeatedly promising that bump stocks would be banned, President Trump may have opened his Justice Department to lawsuits.'",https://www.nytimes.com/2018/03/13/us/politics/trump-atf-bump-stock-ban.html,1063
5aaa7327068401528a296135,b'6 of Larry Kudlow\xe2\x80\x99s Not-So-on-the-Money Predictions',"b""Larry Kudlow's predictions, which will soon carry new weight as the president\xe2\x80\x99s top economic adviser, have not always been on the mark. The following is a look back at some of his economic predictions that did not bear out.""",https://www.nytimes.com/2018/03/15/business/larry-kudlows-not-so-on-the-money-predictions.html,1053
58f70ff67c459f24986dadb0,b'Why Are Republicans Making Tax Reform So Hard?',b'President Trump already has a good tax plan. We helped write it.',https://www.nytimes.com/2017/04/19/opinion/why-are-republicans-making-tax-reform-so-hard.html,922
5836c1457c459f2525d0e253,b'In the Chamber of Secrets: J.K. Rowling\xe2\x80\x99s Net Worth',"b'The author\xe2\x80\x99s wealth is a closely guarded secret, but she is most likely a billionaire. She\xe2\x80\x99s also a role model, and no one seems to resent her success.'",https://www.nytimes.com/2016/11/24/business/in-the-chamber-of-secrets-jk-rowlings-net-worth.html,1470
582dc6177c459f6a5fcce8a4,b'Trump-Size Idea for a New President: Build Something Inspiring',"b'The right public works projects can send a message of inclusion and pride. If Donald Trump is ready to take a cue from F.D.R., here are some places to start.'",https://www.nytimes.com/2016/11/18/business/trumps-biggest-test-can-he-build-something-that-inspires-awe.html,1698
5824b7207c459f6a5fccd4c4,b'Trump\xe2\x80\x99s Victory Bodes Well for Investors \xe2\x80\x94 for Now',"b'Defying expectations, the stock market rebounded as investors cheered the changes a Donald Trump administration was likely to bring.'",https://www.nytimes.com/2016/11/11/business/trump-victory-wall-street.html,1262
580138da7c459f6063989ce3,b'Three Excellent Books on Long-Term Investing',"b'As the market fluctuates, these books remind us to use common sense and stick to the basics when saving and planning for retirement.'",https://www.nytimes.com/2016/10/16/business/mutfund/three-excellent-books-on-long-term-investing.html,1081
59ff51c37c459f246b632b7c,b'Kremlin Cash Behind Billionaire\xe2\x80\x99s Twitter and Facebook Investments',"b'Leaked files show that a state-controlled bank in Moscow helped to fuel Yuri Milner\xe2\x80\x99s ascent in Silicon Valley, where the Russia investigation has put tech companies under scrutiny.'",https://www.nytimes.com/2017/11/05/world/yuri-milner-facebook-twitter-russia.html,2724
57e452ca7c459f227dbace83,b'Wells Fargo Tests Justice Department\xe2\x80\x99s Get-Tough Approach',b'Guidelines issued last year by the Justice Department stressed the need to hold individuals accountable for corporate misdeeds.',https://www.nytimes.com/2016/09/23/business/wells-fargo-tests-justice-departments-get-tough-approach.html,1474
5aed9ff0068401528a2ac6e0,"b""Buffett's Berkshire Swings to Rare Loss but Performs Better""",b'Warren Buffett lost money but had a pretty good quarter.',https://www.nytimes.com/reuters/2018/05/05/business/05reuters-berkshire-results.html,571
5a0abec67c459f246b6344af,"b'A Big Deal in Big Food, Irene Rosenfeld Retires From Mondel\xc4\x93z'","b'The C.E.O. of a huge food company is stepping down after more than a decade at the helm. She created value for shareholders, but consumer tastes are changing.'",https://www.nytimes.com/2017/11/14/business/food-irene-rosenfeld-retires-mondelez.html,1540
5ae83f3d068401528a2ab9a6,b'Apple in Charts Before Second-Quarter Earnings',"b""Apple reports second-quarter results later on Tuesday, following warnings from some chipmakers who supply the world's biggest smartphone makers about demand for the iPhone and other top-end models.""",https://www.nytimes.com/reuters/2018/05/01/business/01reuters-apple-results-preview-graphics.html,345
5ae2323d068401528a2aaeab,"b'Amazon Surprises Wall Street With Huge Profits, Optimistic Outlook'","b""Amazon.com Inc's march in retail and cloud computing showed no sign of slowing on Thursday, as the company reported a surge in first-quarter profit and a rosy outlook for the spring,  surprising all but the most optimistic on Wall Street.""",https://www.nytimes.com/reuters/2018/04/26/business/26reuters-amazon-com-results.html,908
5ae8e236068401528a2abb5e,"b'Mueller, Facebook, Mars: Your Tuesday Evening Briefing'",b'Here\xe2\x80\x99s what you need to know at the end of the day.',https://www.nytimes.com/2018/05/01/briefing/mueller-facebook-mars.html,978
5a7a84d710f40f00018bfe62,"b'Corrections: February 7, 2018'","b'Corrections appearing in print on Wednesday, February 7, 2018.'",https://www.nytimes.com/2018/02/06/pageoneplus/corrections-february-7-2018.html,354
5a86cf7f10f40f00018c166d,b'How Good Were the Paydays for Bank Chiefs \xe2\x80\xa6 and Shareholders?: DealBook Briefing',"b'Citigroup\xe2\x80\x99s C.E.O. enjoyed a big bump in take-home pay, as did Goldman\xe2\x80\x99s chief. Were those merited?'",https://www.nytimes.com/2018/02/16/business/dealbook/buy-the-dip-btfd-markets.html,3028
5a9fe0365d97b30001394171,b'How Foreign Is Broadcom? A Tale of the Tape: DealBook Briefing',b'National security has become a central issue in Broadcom\xe2\x80\x99s bid for Qualcomm. But is Broadcom substantially a foreign company?',https://www.nytimes.com/2018/03/07/business/dealbook/gary-cohn-leaving.html,3467
5706c0ee38f0d80c57594eeb,b'Behind the Scenes at Disney as It Purged a Favorite Son',b'Thomas Staggs\xe2\x80\x99s departure from the No. 2 position at the media giant leaves no clear successor for Robert Iger as chief executive.',https://www.nytimes.com/2016/04/08/business/media/behind-the-scenes-at-disney-as-it-purged-a-favorite-son.html,1589
5ad90357068401528a2a9a9c,b'15 Plays and Musicals to Go to in NYC This Weekend',"b'Previews, openings and some last-chance picks.'",https://www.nytimes.com/2018/04/19/theater/whats-new-in-nyc-theater.html,1044
5a61155310f40f00018bcbc0,"b'When Trading in Bitcoin, Keep the Tax Man in Mind'","b'The virtual currency has enjoyed a spectacular rise in value, but there are important tax implications. Here\xe2\x80\x99s a guide.'",https://www.nytimes.com/2018/01/18/your-money/bitcoin-irs-taxes.html,1415
5ad0e219068401528a2a8915,"b'Bulging Debt May Spell Trouble for Energy, Telecom and Retail'","b'Debt needn\xe2\x80\x99t be a big problem for companies with strong cash flow. But in those three industries, some companies are facing stress.'",https://www.nytimes.com/2018/04/13/business/bulging-debt-may-spell-trouble-for-energy-telecom-and-retail.html,998
5a0f397c7c459f246b635f6b,b'How to Profit From Time Warner\xe2\x80\x99s Troubles',b'The Trump administration\xe2\x80\x99s signals have hurt Time Warner shares. But there is money to be made if last month\xe2\x80\x99s pricing was more accurate than today\xe2\x80\x99s.',https://www.nytimes.com/2017/11/17/business/how-to-profit-from-time-warners-troubles.html,948
5ad0d405068401528a2a88e5,b'A Personal Finance Book Based on Happiness Instead of Money',b'An updated version of a classic asks readers if more is really better and suggests that they weigh purchases against the work needed to make them.',https://www.nytimes.com/2018/04/13/business/a-personal-finance-book-based-on-happiness-instead-of-money.html,996
5ae19fa4068401528a2aac77,b'Meet the New Boss. Actually Quite Different From the Old Boss.',"b'President Trump has overturned the Republican establishment, but at what cost?'",https://www.nytimes.com/2018/04/26/opinion/trump-republican-establishment-elites.html,2407
5a58e9ae7c459f29e79b3ae1,b'Personal Finance for Those Who Don\xe2\x80\x99t Have a Clue',"b'A new book promises to be \xe2\x80\x9ca total beginner\xe2\x80\x99s guide to getting good with money.\xe2\x80\x9d It does a good job, though our reviewer has a few misgivings.'",https://www.nytimes.com/2018/01/12/business/personal-finance-dont-have-a-clue.html,1065
51f92d4038f0d807d77622db,"b'Krueger, Alan B.'","b'<p><span class=""timestamp"">Updated: Jan. 12, 2012</span></p>\n<p>Alan B. Krueger was confirmed by the United States Senate in November 2011 as the chairman of President Barack Obama&#8217;s Council of Economic Advisers. The council generally provid...'",https://topics.nytimes.com/top/reference/timestopics/people/k/alan_b_krueger/index.html,319
5a2527487c459f246b638a8b,b'How the G.O.P. Tax Bill Will Ruin Obamacare',b'Eliminating the individual mandate will likely mean the end of affordable care for all.',https://www.nytimes.com/2017/12/04/opinion/gop-tax-bill-obamacare.html,848
5aa109c15d97b300013944ae,b'Art Museums in Puerto Rico Face Long and Expensive Recovery',"b'Battling mold, wind damage and a lack of money, museum directors struggle to restore damaged buildings.'",https://www.nytimes.com/2018/03/08/arts/puerto-rico-museums-hurricane-maria-recovery.html,1093
5a3b94b27c459f246b63c35a,b'You Cannot Be Too Cynical About the Republican Tax Bill',"b'The speed with which it passed is a problem, but the law itself is much worse.'",https://www.nytimes.com/2017/12/21/opinion/republican-tax-bill-trump-corker.html,2486
5a57cd2f7c459f29e79b381a,"b'Electric Vehicle Tax Credit Survives, but G.M. and Tesla Aren\xe2\x80\x99t Cheering'",b'The manufacturers complain that they will soon be at a disadvantage \xe2\x80\x94 once they hit a sales mark that leaves their buyers without the benefit of a tax credit.',https://www.nytimes.com/2018/01/11/business/electric-vehicles-taxes-tesla-gm.html,1315
5968cb677c459f246b61910a,b'Summer Beach Reading: The Personal Finance Edition',"b'You may not want to read a weighty tome on finance right now. But how about a novel, with financial lessons embedded in it? Here are three choices.'",https://www.nytimes.com/2017/07/14/business/mutfund/summer-beach-reading-the-personal-finance-edition.html,790
5a2042f77c459f246b638185,b'Trump Says G.O.P. Tax Bill Wouldn\xe2\x80\x99t Benefit Him. That\xe2\x80\x99s Not True.',"b'The legislation hurtling through Congress seems almost tailor-made to benefit the president, despite his claims that the bills are \xe2\x80\x9cnot good for me.\xe2\x80\x9d'",https://www.nytimes.com/2017/11/30/business/trump-benefit-tax-cuts.html,1249
5a837c0d10f40f00018c0d19,b'The Case Against Netanyahu: Highlights From the Police Investigation',"b'The Israeli police said they had uncovered enough evidence to charge the prime minister with bribery, fraud and breach of trust.'",https://www.nytimes.com/2018/02/13/world/middleeast/israel-netanyahu-investigation-highlights.html,554
5acf819e068401528a2a823d,"b'Professionals Make Car Buying Easy, but You Have to Shop Around'","b'Whether they call themselves consultants, brokers or concierges, paid negotiators can haggle for you. But some in the industry say their competitors are unscrupulous.'",https://www.nytimes.com/2018/04/12/business/professional-car-buyers.html,1230
5acbde4d068401528a2a5b28,"b'Kushners \xe2\x80\x98Negotiating Now,\xe2\x80\x99 Over Sale of Flagship Building'","b'The company\xe2\x80\x99s partner, Vornado, announced a deal for its interest in 666 Fifth Avenue, but Charles Kushner said they were finalizing a contract.'",https://www.nytimes.com/2018/04/09/nyregion/kushner-vornado-flagship-office-tower.html,1005
5a1a4a637c459f246b637372,"b'Shana Attas, Michael Brous'",b'The couple met in 2012 through mutual friends at a dinner in Philadelphia.',https://www.nytimes.com/2017/11/26/fashion/weddings/shana-attas-michael-brous.html,228
5734aff038f0d878c2872cb9,b'Big Insurers Send a Wake-Up Call to Hedge Fund Investors',"b'The high-reward, low-risk promises of hedge funds failed to materialize, and many insurance companies are unwinding their positions.'",https://www.nytimes.com/2016/05/13/business/big-insurers-send-a-wake-up-call-to-hedge-fund-investors.html,1315
56d65de138f0d83a4dd60e36,b'Why Trump Now?',b'What made it all come together for the Republican presidential frontrunner in 2016.',https://www.nytimes.com/2016/03/02/opinion/campaign-stops/why-trump-now.html,1676
5a9815aa10f40f00018c3bbe,"b'Bunny Williams, Doyenne of Cozy Chic, Lists Upper East Side Home'","b'The interior designer and her husband, John Rosselli, an antiques dealer, are selling their longtime home for $3.995 million.'",https://www.nytimes.com/2018/03/01/realestate/bunny-williams-doyenne-of-cozy-chic-lists-upper-east-side-home.html,651
59f754147c459f246b63194b,b'The Fed Chair Should Be a \xe2\x80\x98Principled Populist\xe2\x80\x99',b'The economists Stephanie Kelton and Paul McCulley discuss applying the \xe2\x80\x9csmell test of social justice\xe2\x80\x9d to policy.',https://www.nytimes.com/2017/10/30/opinion/fed-chair-yellen-powell.html,2543
5ab14ea2068401528a299143,"b'Peter G. Peterson, a Power From Wall St. to Washington, Dies at 91'","b'Captain of business, financier, philanthropist and public-policy watchdog, Mr. Peterson rose from humble Nebraska roots to be a force in American life.'",https://www.nytimes.com/2018/03/20/obituaries/peter-g-peterson-dies-power-from-wall-st-to-washington.html,1953
5ac3bb6a068401528a2a190d,"b'Martin Luther King Jr.: 50 Years Later, His Battles Live On'","b'In his last years, the Rev. Dr. Martin Luther King was grappling with many issues: workers\xe2\x80\x99 rights, a sprawling protest movement, persistent segregation and poverty. We inherited them all.'",https://www.nytimes.com/interactive/2018/04/03/us/mlk-assassination-anniversary.html,0
5a2eab657c459f246b63a061,"b'Hunting Taliban and Islamic State Fighters, From 20,000 Feet'",b'B-52s have once again been called into action in Afghanistan. A New York Times correspondent flew on one.',https://www.nytimes.com/2017/12/11/world/asia/taliban-isis-afghanistan-drugs-b52s.html,1425
59521ea07c459f257c1ac32b,b'How Donald Trump Misunderstood the F.B.I.',"b'Since Watergate, the bureau has come to view itself as an essential, and essentially independent, check on the president.'",https://www.nytimes.com/2017/06/27/magazine/how-donald-trump-misunderstood-the-fbi.html,3475
593cc0877c459f24986e53d3,"b'Alison Silverman, Andrew Wolin'",b'The couple met through the dating app Coffee Meets Bagel in June 2015.',https://www.nytimes.com/2017/06/11/fashion/weddings/alison-silverman-andrew-wolin.html,187
5ab36783068401528a29abd0,b'The World\xe2\x80\x99s Best Hitchhiker on the Secrets of His Success',"b'People generally believe hitching takes no particular know-how, but it takes a tremendous amount of skill to travel quickly, safely and in the right direction like Juan Villarino.'",https://www.nytimes.com/interactive/2018/03/22/magazine/voyages-worlds-greatest-hitchhiker.html,0
56a59f4c38f0d81529067caa,"b'Paid Notice: Deaths  DUNHAM, WILLIAM B.'","b'DUNHAM--William B.,died on January 11 in New York. Although he had a long career in finance, human resources, and real estate, he is best remembered for his role in the traditional jazz scene. First drawn to jazz in boyhood, he played with the Cri...'",https://query.nytimes.com/gst/fullpage.html?res=9505E1DF1F3AF934A25752C0A9609D8B63,165
569957eb38f0d86a572ec04f,b'Investing Advice That Doubles as a Bookmark',"b'Helaine Olen and Harold Pollack offer financial planning tips you can fit on an index card, and Jane Bryant Quinn writes about having enough money in retirement.'",https://www.nytimes.com/2016/01/17/business/mutfund/investing-advice-that-doubles-as-a-bookmark.html,1019
